"","X1","X2","X3","X4","X1.1","X2.1","X3.1","X4.1"
"1",-1.14438178711772,-0.164884262823455,0.674685043714482,NA,-1.14438178711772,-0.164884262823455,0.674685043714482,NA
"2",-0.258169741327671,-0.258169741327671,NA,NA,-0.258169741327671,-0.258169741327671,NA,NA
"3",-1.14438178711772,-0.164884262823455,0.348185868949729,NA,-1.14438178711772,-0.164884262823455,0.348185868949729,NA
"4",-0.258169741327671,-0.258169741327671,NA,NA,-0.258169741327671,-0.258169741327671,NA,NA
"5",-1.14438178711772,-0.211527002075563,0.674685043714482,NA,-1.14438178711772,-0.211527002075563,0.674685043714482,NA
"6",-0.771239873100855,1.23439791473977,NA,NA,-0.771239873100855,1.23439791473977,NA,NA
"7",-0.724597133848747,-0.164884262823455,0.348185868949729,NA,-0.724597133848747,-0.164884262823455,0.348185868949729,NA
"8",-0.258169741327671,-0.258169741327671,NA,NA,-0.258169741327671,-0.258169741327671,NA,NA
"9",-1.14438178711772,-0.211527002075563,0.674685043714482,NA,-1.14438178711772,-0.211527002075563,0.674685043714482,NA
"10",-0.771239873100855,1.23439791473977,NA,NA,-0.771239873100855,1.23439791473977,NA,NA
"11",-1.14438178711772,0.674685043714482,NA,NA,-1.14438178711772,0.674685043714482,NA,NA
"12",-0.771239873100855,1.23439791473977,NA,NA,-0.771239873100855,1.23439791473977,NA,NA
"13",-0.398097959083994,1.23439791473977,NA,NA,-0.398097959083994,1.23439791473977,NA,NA
"14",-0.817882612352963,1.04782695773134,NA,NA,-0.817882612352963,1.04782695773134,NA,NA
"15",-0.444740698336101,1.23439791473977,1.70082530726085,NA,-0.444740698336101,1.23439791473977,1.70082530726085,NA
"16",-0.817882612352963,1.04782695773134,NA,NA,-0.817882612352963,1.04782695773134,NA,NA
"17",-0.398097959083994,1.23439791473977,1.70082530726085,NA,-0.398097959083994,1.23439791473977,1.70082530726085,NA
"18",-0.817882612352963,1.04782695773134,NA,NA,-0.817882612352963,1.04782695773134,NA,NA
"19",0.208257651193406,1.23439791473977,NA,NA,0.208257651193406,1.23439791473977,NA,NA
"20",-0.817882612352963,1.04782695773134,NA,NA,-0.817882612352963,1.04782695773134,NA,NA
"21",-0.444740698336101,1.70082530726085,NA,NA,-0.444740698336101,1.70082530726085,NA,NA
"22",-0.817882612352963,NA,NA,NA,-0.817882612352963,NA,NA,NA
"23",0.208257651193406,NA,NA,NA,0.208257651193406,NA,NA,NA
"24",-0.817882612352963,1.04782695773134,NA,NA,-0.817882612352963,1.04782695773134,NA,NA
"25",-0.398097959083994,1.23439791473977,NA,NA,-0.398097959083994,1.23439791473977,NA,NA
"26",-0.817882612352963,1.04782695773134,NA,NA,-0.817882612352963,1.04782695773134,NA,NA
"27",-0.444740698336101,1.23439791473977,1.70082530726085,NA,-0.444740698336101,1.23439791473977,1.70082530726085,NA
"28",-0.817882612352963,1.04782695773134,NA,NA,-0.817882612352963,1.04782695773134,NA,NA
"29",-0.164884262823455,0.674685043714482,NA,NA,-0.164884262823455,0.674685043714482,NA,NA
"30",1.23439791473977,1.23439791473977,NA,NA,1.23439791473977,1.23439791473977,NA,NA
"31",-1.51752370113458,1.65418256800874,NA,NA,-1.51752370113458,1.65418256800874,NA,NA
"32",-1.51752370113458,0.72132778296659,0.72132778296659,NA,-1.51752370113458,0.72132778296659,0.72132778296659,NA
"33",-1.47088096188247,0.161614911941298,1.65418256800874,NA,-1.47088096188247,0.161614911941298,1.65418256800874,NA
"34",-1.75073739739512,-1.75073739739512,NA,NA,-1.75073739739512,-1.75073739739512,NA,NA
"35",-1.42423822263036,0.254900390445514,NA,NA,-1.42423822263036,0.254900390445514,NA,NA
"36",-1.56416644038669,1.09446969698345,NA,NA,-1.56416644038669,1.09446969698345,NA,NA
"37",0.161614911941298,0.814613261470805,NA,NA,0.161614911941298,0.814613261470805,NA,NA
"38",-1.51752370113458,0.72132778296659,0.72132778296659,NA,-1.51752370113458,0.72132778296659,0.72132778296659,NA
"39",-1.42423822263036,0.254900390445514,NA,NA,-1.42423822263036,0.254900390445514,NA,NA
"40",-1.56416644038669,1.09446969698345,NA,NA,-1.56416644038669,1.09446969698345,NA,NA
"41",-1.47088096188247,0.161614911941298,1.65418256800874,NA,-1.47088096188247,0.161614911941298,1.65418256800874,NA
"42",-1.75073739739512,-1.75073739739512,NA,NA,-1.75073739739512,-1.75073739739512,NA,NA
"43",-1.47088096188247,0.161614911941298,0.814613261470805,NA,-1.47088096188247,0.161614911941298,0.814613261470805,NA
"44",-1.75073739739512,-1.75073739739512,NA,NA,-1.75073739739512,-1.75073739739512,NA,NA
"45",-1.51752370113458,0.161614911941298,0.814613261470805,NA,-1.51752370113458,0.161614911941298,0.814613261470805,NA
"46",-1.75073739739512,-1.75073739739512,NA,NA,-1.75073739739512,-1.75073739739512,NA,NA
"47",-0.911168090857178,1.28104065399188,NA,NA,-0.911168090857178,1.28104065399188,NA,NA
"48",-1.47088096188247,-1.47088096188247,NA,NA,-1.47088096188247,-1.47088096188247,NA,NA
"49",-1.61080917963879,0.53475682595816,1.28104065399188,NA,-1.61080917963879,0.53475682595816,1.28104065399188,NA
"50",-1.14438178711772,-1.14438178711772,0.814613261470805,NA,-1.14438178711772,-1.14438178711772,0.814613261470805,NA
"51",-0.911168090857178,1.28104065399188,NA,NA,-0.911168090857178,1.28104065399188,NA,NA
"52",-0.911168090857178,-0.911168090857178,NA,NA,-0.911168090857178,-0.911168090857178,NA,NA
"53",-0.911168090857178,1.28104065399188,NA,NA,-0.911168090857178,1.28104065399188,NA,NA
"54",-0.911168090857178,-0.911168090857178,NA,NA,-0.911168090857178,-0.911168090857178,NA,NA
"55",-1.61080917963879,0.53475682595816,1.28104065399188,NA,-1.61080917963879,0.53475682595816,1.28104065399188,NA
"56",-1.14438178711772,-1.14438178711772,0.814613261470805,NA,-1.14438178711772,-1.14438178711772,0.814613261470805,NA
"57",-1.33095274412615,0.208257651193406,0.814613261470805,NA,-1.33095274412615,0.208257651193406,0.814613261470805,NA
"58",-0.538026176840317,-0.538026176840317,NA,NA,-0.538026176840317,-0.538026176840317,NA,NA
"59",-1.33095274412615,0.208257651193406,0.814613261470805,NA,-1.33095274412615,0.208257651193406,0.814613261470805,NA
"60",-0.538026176840317,-0.538026176840317,NA,NA,-0.538026176840317,-0.538026176840317,NA,NA
"61",-1.33095274412615,0.208257651193406,NA,NA,-1.33095274412615,0.208257651193406,NA,NA
"62",-0.538026176840317,-0.538026176840317,NA,NA,-0.538026176840317,-0.538026176840317,NA,NA
"63",-1.33095274412615,0.208257651193406,0.814613261470805,NA,-1.33095274412615,0.208257651193406,0.814613261470805,NA
"64",-0.538026176840317,-0.538026176840317,NA,NA,-0.538026176840317,-0.538026176840317,NA,NA
"65",-1.0510963086135,1.32768339324399,NA,NA,-1.0510963086135,1.32768339324399,NA,NA
"66",-0.164884262823455,NA,NA,NA,-0.164884262823455,NA,NA,NA
"67",-1.0510963086135,0.53475682595816,1.32768339324399,NA,-1.0510963086135,0.53475682595816,1.32768339324399,NA
"68",1.46761161100031,1.46761161100031,NA,NA,1.46761161100031,1.46761161100031,NA,NA
"69",-1.0510963086135,0.53475682595816,1.32768339324399,NA,-1.0510963086135,0.53475682595816,1.32768339324399,NA
"70",1.46761161100031,1.46761161100031,NA,NA,1.46761161100031,1.46761161100031,NA,NA
"71",-1.0510963086135,1.32768339324399,NA,NA,-1.0510963086135,1.32768339324399,NA,NA
"72",-1.0510963086135,1.32768339324399,NA,NA,-1.0510963086135,1.32768339324399,NA,NA
"73",1.3743261324961,1.3743261324961,NA,NA,1.3743261324961,1.3743261324961,NA,NA
"74",-1.0510963086135,0.53475682595816,NA,NA,-1.0510963086135,0.53475682595816,NA,NA
"75",-1.0510963086135,NA,NA,NA,-1.0510963086135,NA,NA,NA
"76",1.3743261324961,1.3743261324961,NA,NA,1.3743261324961,1.3743261324961,NA,NA
"77",-1.37759548337825,0.348185868949729,1.09446969698345,NA,-1.37759548337825,0.348185868949729,1.09446969698345,NA
"78",-1.47088096188247,-0.444740698336101,NA,NA,-1.47088096188247,-0.444740698336101,NA,NA
"79",-1.37759548337825,0.348185868949729,1.09446969698345,NA,-1.37759548337825,0.348185868949729,1.09446969698345,NA
"80",-1.47088096188247,-0.444740698336101,NA,NA,-1.47088096188247,-0.444740698336101,NA,NA
